VHCLE_TY_NM,VHCLE_FUEL_NM,VHCLE_NMPR_CO,VHCLE_MAKR_NM,USE_DT,COST_D
SUV/승합,경유,11,국산,여름,31418.18182
중형,휘발유,5,국산,여름,67200
중형,휘발유,5,국산,여름,27776.47059
SUV/승합,경유,12,국산,여름,26500
중형,LPG,5,국산,여름,21462.85714
SUV/승합,경유,8,국산,여름,75000
SUV/승합,휘발유,5,국산,여름,39507.69231
SUV/승합,경유,5,국산,여름,27000
고급,휘발유,5,국산,여름,65100
SUV/승합,경유,12,국산,여름,40000
중형,LPG,5,국산,여름,24624
SUV/승합,전기,4,국산,여름,21647.05882
고급,휘발유,5,국산,여름,66857.14286
SUV/승합,경유,11,국산,여름,71917.24138
SUV/승합,경유,9,국산,여름,67288.88889
중형,전기,5,국산,여름,31304.34783
SUV/승합,경유,7,국산,여름,34383.67347
SUV/승합,전기,4,국산,여름,20896.55172
소형,휘발유,5,국산,여름,24945.45455
SUV/승합,경유,5,국산,가을,70000
중형,휘발유,5,국산,여름,24192
SUV/승합,휘발유,5,국산,여름,150857.1429
SUV/승합,전기,5,국산,여름,29550
중형,휘발유,5,국산,여름,40640
중형,LPG,5,국산,여름,46666.66667
중형,LPG,5,국산,여름,27360
중형,LPG,5,국산,여름,22411.26761
고급,휘발유,5,국산,여름,36880
SUV/승합,경유,5,국산,여름,48810.38961
중형,휘발유,5,국산,여름,36960
중형,휘발유,5,국산,여름,37270.58824
중형,LPG,5,국산,여름,22738.14433
SUV/승합,경유,5,국산,여름,61422.22222
중형,휘발유,5,국산,여름,15733.33333
SUV/승합,경유,9,국산,여름,25892.30769
SUV/승합,전기,4,국산,여름,29014.92537
중형,휘발유,5,국산,여름,79200
SUV/승합,경유,12,국산,여름,62068.96552
중형,휘발유,5,국산,여름,77123.59551
SUV/승합,전기,4,국산,여름,34105.26316
SUV/승합,전기,4,국산,여름,30857.14286
중형,LPG,5,국산,여름,33105.88235
중형,LPG,5,국산,여름,30156.52174
소형,전기,4,수입,여름,77520
고급,휘발유,5,국산,여름,60720
SUV/승합,경유,11,국산,여름,35100
중형,LPG,5,국산,여름,59612.90323
고급,휘발유,5,국산,여름,117000
SUV/승합,경유,7,국산,여름,52363.63636
소형,휘발유,4,수입,여름,122666.6667
중형,휘발유,5,국산,여름,36576
소형,휘발유,5,국산,여름,25200
소형,휘발유,5,국산,여름,36352
중형,휘발유,5,국산,여름,30025.53191
SUV/승합,경유,9,국산,여름,68813.7931
중형,휘발유,5,국산,여름,31750
SUV/승합,전기,5,국산,여름,30624
중형,휘발유,5,국산,여름,33866.66667
SUV/승합,경유,7,국산,여름,38725.42373
소형,휘발유,5,국산,여름,10040.81633
중형,LPG,5,국산,여름,45714.28571
SUV/승합,경유,7,국산,가을,55471.69811
SUV/승합,전기,4,국산,여름,19015.38462
SUV/승합,휘발유,5,국산,여름,30092.30769
SUV/승합,경유,15,국산,여름,123046.1538
SUV/승합,경유,5,국산,여름,55756.52174
중형,LPG,5,국산,여름,22800
중형,휘발유,5,국산,여름,22666.66667
중형,LPG,5,국산,여름,41800
소형,휘발유,4,수입,여름,156410.5263
소형,휘발유,5,국산,여름,28215.38462
중형,LPG,5,국산,여름,38400
중형,LPG,5,국산,여름,46285.71429
중형,휘발유,5,국산,여름,32148.83721
SUV/승합,경유,9,국산,여름,36459.57447
소형,휘발유,5,국산,여름,17559.18367
중형,LPG,5,국산,여름,40224
중형,휘발유,5,국산,여름,41491.52542
SUV/승합,휘발유,5,국산,여름,46615.38462
중형,휘발유,5,국산,여름,34419.5122
중형,LPG,5,국산,여름,28043.83562
중형,휘발유,5,국산,여름,70909.09091
SUV/승합,경유,5,국산,여름,40800
중형,휘발유,5,국산,여름,32500
중형,휘발유,5,국산,여름,18000
중형,휘발유,5,국산,여름,34523.07692
중형,휘발유,5,국산,여름,21515.78947
SUV/승합,경유,12,국산,여름,39578.94737
중형,LPG,5,국산,여름,30745.94595
중형,휘발유,5,국산,여름,24533.33333
중형,LPG,5,국산,여름,21000
중형,휘발유,5,국산,여름,26682.35294
SUV/승합,경유,5,국산,여름,96266.66667
중형,LPG,5,국산,여름,45264
SUV/승합,경유,11,국산,여름,52542.85714
고급,휘발유,5,국산,여름,59800
중형,휘발유,5,국산,여름,31322.0339
중형,휘발유,5,국산,여름,20581.81818
중형,LPG,5,국산,여름,44601.76991
소형,휘발유,5,국산,여름,15456
중형,휘발유,5,국산,여름,78184.61538
중형,LPG,5,국산,여름,54784.61538
SUV/승합,경유,9,국산,여름,52800
SUV/승합,전기,5,국산,여름,48000
고급,휘발유,5,국산,여름,75000
SUV/승합,경유,9,국산,여름,131024.3902
중형,휘발유,5,국산,여름,19800
중형,휘발유,5,국산,여름,31256.69291
SUV/승합,휘발유,5,국산,여름,32300
소형,휘발유,5,국산,여름,15300
중형,LPG,5,국산,여름,37926.76056
SUV/승합,전기,5,국산,여름,46933.33333
고급,휘발유,5,국산,여름,54494.11765
중형,휘발유,5,국산,여름,38950.81967
SUV/승합,경유,9,국산,여름,59773.58491
SUV/승합,휘발유,5,국산,여름,28173.91304
중형,휘발유,5,국산,여름,107670.5882
중형,휘발유,5,국산,여름,28273.9726
중형,휘발유,5,국산,여름,22100
중형,휘발유,5,국산,여름,33000
중형,휘발유,5,국산,여름,28273.9726
SUV/승합,경유,7,국산,여름,38354.71698
중형,LPG,5,국산,여름,42784.61538
SUV/승합,경유,9,국산,여름,52800
SUV/승합,경유,12,국산,여름,57882.35294
중형,휘발유,5,국산,여름,50301.36986
SUV/승합,경유,9,국산,여름,52800
중형,휘발유,5,국산,여름,14266.66667
중형,LPG,5,국산,여름,24545.45455
SUV/승합,경유,9,국산,여름,60000
SUV/승합,경유,7,국산,여름,31846.15385
소형,전기,4,수입,여름,34821.81818
중형,휘발유,5,국산,여름,36400
중형,휘발유,5,국산,여름,36942.85714
중형,휘발유,5,국산,여름,45395.74468
SUV/승합,경유,9,국산,여름,40452.63158
SUV/승합,경유,9,국산,여름,94080
고급,휘발유,5,국산,여름,102127.6596
중형,LPG,5,국산,여름,20448
SUV/승합,전기,4,국산,여름,32442.85714
중형,휘발유,5,국산,여름,14521.51899
중형,휘발유,5,국산,여름,17496.77419
중형,LPG,5,국산,여름,22500
SUV/승합,전기,5,국산,여름,34610.52632
중형,LPG,5,국산,여름,42738.46154
중형,LPG,5,국산,여름,27000
중형,LPG,5,국산,여름,28900
SUV/승합,경유,9,국산,여름,29002.40964
중형,휘발유,5,국산,여름,42850.90909
중형,휘발유,5,국산,여름,25246.15385
소형,휘발유,5,국산,여름,59952.94118
고급,LPG,5,국산,가을,70541.17647
중형,휘발유,5,국산,여름,17731.34328
중형,휘발유,5,국산,여름,61215.58442
중형,휘발유,4,수입,여름,194400
중형,LPG,5,국산,여름,31846.15385
소형,휘발유,5,국산,여름,34598.0198
중형,휘발유,5,국산,여름,60430.76923
SUV/승합,휘발유,8,국산,여름,69508.86076
중형,휘발유,5,국산,여름,28888.88889
SUV/승합,전기,5,국산,여름,33600
중형,LPG,5,국산,여름,107871.4286
SUV/승합,경유,12,국산,여름,34560
중형,휘발유,5,국산,여름,27138.46154
고급,휘발유,5,국산,여름,84494.84536
중형,LPG,5,국산,여름,69517.24138
소형,휘발유,5,국산,여름,62067.32673
중형,LPG,5,국산,여름,44266.66667
소형,휘발유,5,국산,여름,16800
SUV/승합,경유,9,국산,여름,43844.77612
고급,휘발유,5,국산,여름,118153.8462
SUV/승합,경유,9,국산,여름,88891.13924
중형,LPG,5,국산,여름,29014.92537
중형,전기,5,국산,여름,25614.54545
SUV/승합,경유,11,국산,여름,33600
중형,휘발유,5,국산,여름,16251.42857
SUV/승합,경유,5,국산,여름,30439.02439
소형,휘발유,5,국산,여름,34416
중형,휘발유,5,국산,여름,72252.63158
SUV/승합,경유,7,국산,여름,40261.22449
SUV/승합,경유,7,국산,여름,33000
고급,휘발유,5,국산,여름,52408.16327
소형,휘발유,5,국산,여름,17427.69231
중형,LPG,5,국산,여름,27200
중형,LPG,5,국산,여름,30632.72727
중형,LPG,5,국산,여름,22500
고급,휘발유,5,국산,여름,200000
중형,휘발유,5,국산,여름,26208
중형,휘발유,5,국산,여름,12868.08511
중형,휘발유,5,국산,여름,35100
중형,휘발유,5,국산,여름,25104
중형,휘발유,5,국산,가을,62153.84615
중형,휘발유,5,국산,여름,33600
소형,휘발유,5,국산,여름,26181.81818
SUV/승합,경유,11,국산,여름,33600
중형,휘발유,5,국산,여름,27542.85714
SUV/승합,경유,9,국산,여름,41840
SUV/승합,경유,12,국산,여름,54477.87611
중형,LPG,5,국산,여름,28080
소형,휘발유,5,국산,여름,31135.13514
중형,LPG,5,국산,여름,22100
SUV/승합,전기,5,국산,여름,70800
소형,휘발유,5,국산,여름,27314.28571
중형,경유,7,수입,여름,52500
고급,휘발유,5,국산,여름,94000
SUV/승합,경유,9,국산,여름,36000
소형,휘발유,5,국산,여름,16658.82353
SUV/승합,전기,5,국산,여름,35450
중형,LPG,5,국산,여름,68224
중형,LPG,5,국산,여름,22100
SUV/승합,휘발유,5,국산,여름,32640
소형,휘발유,5,국산,여름,58836.36364
SUV/승합,휘발유,5,국산,여름,60845.07042
SUV/승합,전기,4,국산,여름,18528
중형,휘발유,5,국산,여름,21646.15385
소형,휘발유,5,국산,여름,57600
중형,휘발유,5,국산,여름,16137.93103
SUV/승합,휘발유,8,국산,여름,60500
SUV/승합,경유,11,국산,여름,28800
중형,휘발유,5,국산,여름,39600
중형,LPG,5,국산,여름,65280
중형,LPG,5,국산,여름,23914.28571
중형,휘발유,5,국산,여름,39600
SUV/승합,휘발유,5,국산,여름,76800
중형,휘발유,5,국산,여름,36720
중형,LPG,5,국산,여름,29040
중형,LPG,5,국산,여름,30496.55172
소형,전기,4,수입,여름,32300
중형,LPG,5,국산,여름,30356.75676
SUV/승합,휘발유,5,국산,여름,48783.67347
중형,LPG,5,국산,여름,32869.56522
중형,휘발유,5,국산,여름,28800
중형,LPG,5,국산,여름,76800
SUV/승합,경유,9,국산,여름,61132.07547
중형,LPG,5,국산,여름,51257.14286
SUV/승합,전기,5,국산,여름,216000
소형,휘발유,5,국산,여름,86000
중형,휘발유,5,국산,여름,31793.54839
SUV/승합,전기,5,국산,여름,34200
중형,LPG,5,국산,여름,38597.26027
중형,LPG,5,국산,여름,38400
중형,LPG,5,국산,여름,46628.57143
중형,LPG,5,국산,여름,46250
SUV/승합,경유,5,국산,여름,46883.72093
SUV/승합,휘발유,5,국산,여름,55462.18487
SUV/승합,경유,12,국산,여름,24155.84416
SUV/승합,경유,11,국산,여름,39183.67347
SUV/승합,경유,9,국산,여름,36774.19355
중형,LPG,5,국산,여름,17600
소형,휘발유,5,국산,여름,24872.72727
중형,LPG,5,국산,여름,24884.21053
중형,휘발유,5,국산,여름,76506.12245
중형,LPG,5,국산,여름,31632
중형,LPG,5,국산,여름,28000
중형,휘발유,5,국산,여름,61974.68354
고급,휘발유,5,국산,여름,64283.5443
중형,LPG,5,국산,여름,44482.75862
중형,LPG,5,국산,여름,23872.84768
중형,LPG,5,국산,여름,43444.89796
SUV/승합,휘발유,5,국산,여름,41538.46154
중형,LPG,5,국산,여름,94916.12903
중형,휘발유,5,국산,여름,40449.4382
SUV/승합,경유,12,국산,여름,26400
중형,휘발유,5,국산,여름,30678.26087
소형,전기,4,수입,여름,28500
SUV/승합,경유,9,국산,여름,33702.12766
SUV/승합,휘발유,5,국산,여름,103962.3529
중형,LPG,5,국산,여름,28800
중형,휘발유,5,국산,여름,25200
SUV/승합,휘발유,5,국산,여름,47723.07692
SUV/승합,경유,5,국산,여름,39900
중형,휘발유,5,국산,여름,28800
중형,휘발유,5,국산,여름,60430.76923
중형,LPG,5,국산,여름,30990
SUV/승합,경유,9,국산,여름,42646.15385
중형,LPG,5,국산,여름,28350
SUV/승합,경유,9,국산,여름,59538.46154
중형,LPG,5,국산,여름,21000
중형,LPG,5,국산,여름,28555.10204
중형,LPG,5,국산,여름,42378.94737
SUV/승합,경유,7,국산,여름,67500
중형,휘발유,5,국산,여름,51396.22642
SUV/승합,경유,11,국산,여름,23020.40816
중형,휘발유,5,국산,여름,97200
SUV/승합,경유,9,국산,여름,36000
SUV/승합,경유,9,국산,여름,78771.42857
SUV/승합,경유,9,국산,여름,42000
중형,LPG,5,국산,여름,55986.2069
중형,LPG,5,국산,여름,24824.24242
고급,휘발유,5,국산,여름,57483.49515
중형,LPG,5,국산,여름,46673.68421
중형,LPG,5,국산,여름,44482.75862
SUV/승합,경유,11,국산,여름,22000
SUV/승합,경유,9,국산,여름,53576.47059
SUV/승합,경유,5,국산,여름,33517.24138
중형,LPG,5,국산,여름,30666.66667
SUV/승합,경유,9,국산,여름,30658.06452
소형,휘발유,5,국산,여름,12521.73913
SUV/승합,경유,9,국산,여름,57784.61538
SUV/승합,경유,5,국산,여름,35478.26087
중형,LPG,5,국산,여름,43728.81356
SUV/승합,경유,9,국산,여름,59538.46154
SUV/승합,휘발유,5,국산,여름,50823.52941
중형,휘발유,5,국산,여름,83589.47368
중형,LPG,5,국산,여름,18220.40816
SUV/승합,휘발유,5,국산,여름,103962.3529
SUV/승합,경유,5,국산,여름,31646.51163
중형,휘발유,5,국산,여름,36740
중형,LPG,5,국산,여름,89163.63636
SUV/승합,경유,9,국산,여름,24000
중형,LPG,5,국산,여름,25500
중형,LPG,5,국산,여름,61140
소형,휘발유,5,국산,여름,27033.33333
중형,LPG,5,국산,여름,48417.3913
SUV/승합,경유,5,국산,여름,54000
중형,LPG,5,국산,여름,57257.14286
중형,LPG,5,국산,여름,20871.42857
중형,휘발유,5,국산,여름,50898.11321
SUV/승합,경유,5,국산,여름,27652.17391
고급,휘발유,5,국산,여름,52500
중형,휘발유,5,국산,여름,52384.61538
고급,휘발유,5,국산,여름,69517.24138
SUV/승합,전기,5,국산,여름,35433.33333
소형,전기,4,수입,여름,28500
중형,LPG,5,국산,여름,36000
중형,휘발유,5,국산,여름,36457.14286
SUV/승합,경유,5,국산,여름,44880
중형,LPG,5,국산,여름,23428.57143
중형,휘발유,5,국산,여름,12600
중형,휘발유,5,국산,여름,17163.63636
SUV/승합,경유,12,국산,여름,46730.57851
SUV/승합,휘발유,5,국산,여름,45000
SUV/승합,경유,9,국산,여름,49052.05479
중형,휘발유,5,국산,여름,75581.53846
중형,LPG,5,국산,여름,30626.86567
SUV/승합,전기,4,국산,여름,18000
소형,휘발유,5,국산,여름,30000
중형,LPG,5,국산,여름,25257.14286
중형,휘발유,5,국산,여름,18816
SUV/승합,경유,9,국산,여름,37400
중형,휘발유,5,국산,여름,14815.38462
중형,휘발유,5,국산,여름,16907.46269
중형,LPG,5,국산,여름,22332.63158
중형,LPG,5,국산,여름,21400
SUV/승합,경유,9,국산,여름,52800
SUV/승합,경유,9,국산,여름,36000
중형,LPG,5,국산,여름,26068.96552
중형,휘발유,5,국산,여름,31950
SUV/승합,휘발유,5,국산,여름,37073.68421
SUV/승합,경유,9,국산,여름,48433.33333
SUV/승합,휘발유,5,국산,여름,42533.33333
중형,LPG,5,국산,여름,107520
SUV/승합,경유,9,국산,여름,37400
중형,LPG,5,국산,여름,30988.23529
중형,LPG,5,국산,여름,31500
고급,휘발유,5,국산,여름,48358.20896
중형,휘발유,5,국산,여름,22894.73684
SUV/승합,경유,5,국산,여름,56170.21277
중형,LPG,5,국산,여름,22231.57895
SUV/승합,경유,5,국산,여름,31542.85714
중형,LPG,5,국산,여름,22608
SUV/승합,전기,4,국산,여름,21642.85714
SUV/승합,경유,5,국산,여름,34000
중형,휘발유,4,수입,여름,205393.5484
중형,LPG,5,국산,가을,51241.55844
SUV/승합,경유,9,국산,여름,65703.8961
소형,전기,4,수입,여름,35520
소형,휘발유,5,국산,여름,41739.13043
중형,전기,5,국산,여름,28000
SUV/승합,경유,9,국산,여름,63939.62264
고급,휘발유,5,국산,여름,33000
SUV/승합,경유,7,국산,여름,81818.18182
중형,휘발유,5,국산,여름,29433.96226
SUV/승합,경유,9,국산,여름,39600
중형,LPG,5,국산,여름,26123.07692
SUV/승합,경유,9,국산,여름,52175.34247
중형,LPG,5,국산,여름,20538.46154
SUV/승합,경유,9,국산,여름,27624.4898
SUV/승합,경유,9,국산,여름,52800
중형,휘발유,5,국산,여름,25400
중형,휘발유,5,국산,여름,51240
중형,휘발유,5,국산,여름,25647.05882
SUV/승합,경유,12,국산,여름,32247.27273
중형,LPG,5,국산,여름,69733.33333
소형,전기,4,수입,여름,32571.42857
중형,LPG,5,국산,여름,45936
중형,휘발유,5,국산,여름,16325.92593
중형,휘발유,5,국산,여름,27200
중형,LPG,5,국산,여름,28500
중형,LPG,5,국산,여름,25216
중형,휘발유,5,국산,여름,17381.81818
중형,전기,5,국산,여름,27000
중형,LPG,5,국산,여름,29907.69231
SUV/승합,휘발유,5,국산,여름,33347.36842
소형,휘발유,5,국산,여름,24000
SUV/승합,휘발유,5,국산,여름,128153.8462
중형,LPG,5,국산,여름,51646.15385
소형,휘발유,5,국산,여름,23000
SUV/승합,하이브리드,5,국산,여름,63531.42857
중형,LPG,5,국산,여름,40704
SUV/승합,경유,9,국산,여름,25489.65517
중형,LPG,5,국산,여름,30624
중형,LPG,5,국산,여름,32256
중형,LPG,5,국산,여름,20114.28571
중형,휘발유,5,국산,여름,30720
SUV/승합,경유,7,국산,여름,40000
소형,휘발유,5,국산,여름,33857.14286
중형,LPG,5,국산,여름,22658.82353
SUV/승합,경유,5,국산,여름,44880
SUV/승합,전기,4,국산,여름,27000
중형,LPG,5,국산,여름,27692.30769
중형,LPG,5,국산,여름,35609.30233
SUV/승합,휘발유,7,국산,여름,40800
SUV/승합,경유,7,국산,여름,52732.39437
소형,휘발유,5,국산,여름,30545.45455
SUV/승합,전기,4,국산,여름,27792
중형,LPG,5,국산,여름,35170.90909
중형,휘발유,5,국산,여름,26808.51064
중형,휘발유,5,국산,여름,28800
중형,휘발유,5,국산,여름,27000
고급,휘발유,5,국산,여름,48300
SUV/승합,경유,9,국산,여름,48000
중형,LPG,5,국산,여름,29113.04348
SUV/승합,경유,12,국산,여름,48105.49451
중형,LPG,5,국산,여름,38021.05263
중형,휘발유,5,국산,여름,28235.29412
SUV/승합,경유,7,국산,여름,60000
